Phonological Forms,Syllabic Structures,Number of Syllables,Written Forms,Syntactic Categories,Frequency,Stress Patterns
ɟe.rɒ.nul,CV.CV.CVC,3,گرانول,N1,1,WWS
ɟe.rɒ.ni,CV.CV.CV,3,گراني,N1,105,WWS
ɟe.rɒ.ni.sænʤ,CV.CV.CV.CVCC,4,گراني‌سنج,N1,1,WWWS
ɟe.rɒ.ni.sæn.ʤi,CV.CV.CV.CVC.CV,5,گراني‌سنجي,N1,1,WWWWS
ɟe.rɒ.nit,CV.CV.CVC,3,گرانيت,N1,1,WWS
ɟe.rɒ.nid,CV.CV.CVC,3,گرانيد,V2,5000,WWS
ɟe.rɒ.ni.ɟɒh,CV.CV.CV.CVC,4,گرانيگاه,N1,1,WWWS
ɟe.rɒ.vur,CV.CV.CVC,3,گراور,N1,1,WWS
ɟe.rɒ.vur.sɒ.zi,CV.CV.CVC.CV.CV,5,گراورسازي,N1,1,WWWWS
ɟe.rɒ.vi.met.ri,CV.CV.CV.CVC.CV,5,گراويمتري,N1,1,WWWWS
ɟe.rɒ.jeʃ,CV.CV.CVC,3,گرايش,N1,345,WWS
ɟe.rɒ.je.ʃi,CV.CV.CV.CV,4,گرايشي,A0,2,WWWS
ɟæ.rɒ.jæn.de,CV.CV.CVC.CV,4,گراينده,A0,15,WWWS
ɟe.rɒ.jid,CV.CV.CVC,3,گراييد,V2,5000,WWS
ɟe.rɒ.ji.de,CV.CV.CV.CV,4,گراييده,A0,8,WWWS
ɟor.be,CVC.CV,2,گربه,N1,15,WS
ɟor.be.ʔi,CVC.CV.CV,3,گربه‌اي,A0,2,WWS
ɟor.be.ti.Gi,CVC.CV.CV.CV,4,گربه‌تيغي,N1,1,WWWS
ɟor.be.ro,CVC.CV.CV,3,گربه‌رو,N1,1,WWS
ɟor.be.sɒn,CVC.CV.CVC,3,گربه‌سان,A0,3,WWS
ɟor.be.sɒ.nɒn,CVC.CV.CV.CVC,4,گربه‌سانان,N1,1,WWWS
ɟor.be.ʃu,CVC.CV.CV,3,گربه‌شو,N1,1,WWS
ɟor.be.coʃ,CVC.CV.CVC,3,گربه‌كش,A0,1,WWS
ɟor.be.mɒ.hi,CVC.CV.CV.CV,4,گربه‌ماهي,N1,1,WWWS
ɟo.rop,CV.CVC,2,گرپ,N1,1,WS
ɟær.te.bær.dɒ.ri,CVC.CV.CVC.CV.CV,5,گرته‌برداري,N1,1,WWWWS
ɟor.ʤes.tɒ.ni,CVC.CVC.CV.CV,4,گرجستاني,A0,8,WWWS
ɟor.ʤi,CVC.CV,2,گرجي,A0,28,WS
ɟær.ʧe,CVC.CV,2,گرچه,C0,510,SW
ɟærd,CVCC,1,گرد,N1,15,S
ɟærd,CVCC,1,گرد,V1,5000,S
ɟerd,CVCC,1,گرد,A0,375,S
ɟord,CVCC,1,گرد,A0,1,S
ɟer.de.hæ.mɒ.ʔi,CVC.CV.CV.CV.CV,5,گرد‌‌همائي,N1,435,WWWWS
ɟer.dɒ.mæ.de,CVC.CV.CV.CV,4,گرد‌آمده,A0,2,WWWS
ɟerd.ʃecl,CVCC.CVCC,2,گرد‌شكل,A0,1,WS
ɟær.do.χɒc,CVC.CV.CVC,3,گرد‌و‌خاك,N1,8,WWS
ɟær.do.Go.bɒr.ɟi.ri,CVC.CV.CV.CVC.CV.CV,6,گرد‌و‌غبارگيري,N1,1,WWWWWS
ɟer.dɒ.lud,CVC.CV.CVC,3,گردآلود,N1,1,WWS
ɟer.dɒ.vær.de,CVC.CV.CVC.CV,4,گردآورده,A0,1,WWWS
ɟer.dɒ.væ.ræn.de,CVC.CV.CV.CVC.CV,5,گردآورنده,A0,14,WWWWS
ɟer.dɒ.væ.ri,CVC.CV.CV.CV,4,گردآوري,N1,90,WWWS
ɟer.dɒ.væ.ri.ʃo.de,CVC.CV.CV.CV.CV.CV,6,گردآوري‌شده,A0,7,WWWWWS
ɟer.dɒb,CVC.CVC,2,گرداب,N1,30,WS
ɟær.dæf.ʃɒn,CVC.CVC.CVC,3,گردافشان,A0,1,WWS
ɟer.dɒ.ɟerd,CVC.CV.CVCC,3,گرداگرد,N1,15,WWS
ɟer.dɒ.le,CVC.CV.CV,3,گرداله,N1,1,WWS
ɟer.dɒ.li,CVC.CV.CV,3,گردالي,A0,1,WWS
ɟær.dɒn,CVC.CVC,2,گردان,A0,30,WS
ɟær.dɒn,CVC.CVC,2,گردان,V1,5000,WS
ɟor.dɒn,CVC.CVC,2,گردان,N1,30,WS
ɟer.dɒn.tæ.nɒn,CVC.CVC.CV.CVC,4,گردانتنان,N1,1,WWWS
ɟær.dɒnd,CVC.CVCC,2,گرداند,V2,5000,WS
ɟær.dɒn.de,CVC.CVC.CV,3,گردانده,A0,4,WWS
ɟær.dɒ.næn.de.ɟi,CVC.CV.CVC.CV.CV,5,گردانندگي,N1,2,WWWWS
ɟær.dɒ.næn.de,CVC.CV.CVC.CV,4,گرداننده,A0,15,WWWS
ɟær.dɒ.nid,CVC.CV.CVC,3,گردانيد,V2,5000,WWS
ɟær.dɒ.ni.de,CVC.CV.CV.CV,4,گردانيده,A0,10,WWWS
ɟer.dɒ.vær,CVC.CV.CVC,3,گرداور,N1,1,WWS
ɟer.dɒ.væ.ri,CVC.CV.CV.CV,4,گرداوري,N1,1,WWWS
ɟerd.bɒd,CVCC.CVC,2,گردباد,N1,36,WS
ɟærd.pɒʃ,CVCC.CVC,2,گردپاش,N1,1,WS
ɟærd.dæ.hɒ.nɒn,CVCC.CV.CV.CVC,4,گرددهانان,N1,1,WWWS
ɟerd.rɒh,CVCC.CVC,2,گردراه,N1,1,WS
ɟerd.suz,CVCC.CVC,2,گردسوز,N1,4,WS
ɟær.deʃ,CVC.CVC,2,گردش,N1,195,WS
ɟerd.ʃɒr,CVCC.CVC,2,گردشار,N1,1,WS
ɟær.deʃ.ɟɒh,CVC.CVC.CVC,3,گردشگاه,N1,15,WWS
ɟær.deʃ.ɟɒ.hi,CVC.CVC.CV.CV,4,گردشگاهي,A0,1,WWWS
ɟær.deʃ.ɟær,CVC.CVC.CVC,3,گردشگر,N1,45,WWS
ɟær.deʃ.ɟær.pæ.zir,CVC.CVC.CVC.CV.CVC,5,گردشگرپذير,A0,1,WWWWS
ɟær.deʃ.ɟæ.ri,CVC.CVC.CV.CV,4,گردشگري,N1,315,WWWS
ɟær.de.ʃi,CVC.CV.CV,3,گردشي,A0,7,WWS
ɟer.dæ.cɒn,CVC.CV.CVC,3,گردكان,N1,1,WWS
ɟerd.cer.mɒn,CVCC.CVC.CVC,3,گردكرمان,N1,1,WWS
ɟærd.ɟi.ri,CVCC.CV.CV,3,گردگيري,N1,1,WWS
ɟor.de.mɒ.hi,CVC.CV.CV.CV,4,گردماهي,A0,1,WWWS
ɟær.dæn,CVC.CVC,2,گردن,N1,240,WS
ɟær.dæn.de.rɒz,CVC.CVC.CV.CVC,4,گردن‌دراز,A0,15,WWWS
ɟær.dæn.zæ.ni,CVC.CVC.CV.CV,4,گردن‌زني,N1,1,WWWS
ɟær.dæn.ce.ʃi,CVC.CVC.CV.CV,4,گردن‌كشي,N1,4,WWWS
ɟær.dæn.co.loft,CVC.CVC.CV.CVCC,4,گردن‌كلفت,A0,4,WWWS
ɟær.dæn.co.lof.ti,CVC.CVC.CV.CVC.CV,5,گردن‌كلفتي,N1,1,WWWWS
ɟær.dæn.bænd,CVC.CVC.CVCC,3,گردنبند,N1,15,WWS
ɟær.dæn.bænd.Gɒp,CVC.CVC.CVCC.CVC,4,گردنبند‌قاپ,A0,3,WWWS
ɟær.dæn.bænd.Gɒ.pi,CVC.CVC.CVCC.CV.CV,5,گردنبند‌قاپي,N1,3,WWWWS
ɟær.dæn.fæ.rɒz,CVC.CVC.CV.CVC,4,گردنفراز,A0,1,WWWS
ɟær.dæn.ceʃ,CVC.CVC.CVC,3,گردنكش,A0,15,WWS
ɟær.dæn.ɟɒh,CVC.CVC.CVC,3,گردنگاه,N1,1,WWS
ɟær.dæ.ne,CVC.CV.CV,3,گردنه,N1,15,WWS
ɟær.dæ.ne.ɟir,CVC.CV.CV.CVC,4,گردنه‌گير,N1,1,WWWS
ɟær.de,CVC.CV,2,گرده,N1,15,WS
ɟer.de,CVC.CV,2,گرده,N1,1,WS
ɟor.de,CVC.CV,2,گرده,N1,105,WS
ɟær.de.ʔæf.ʃɒn,CVC.CV.CVC.CVC,4,گرده‌افشان,N1,15,WWWS
ɟær.de.ʔæf.ʃɒ.ni,CVC.CV.CVC.CV.CV,5,گرده‌افشاني,N1,3,WWWWS
ɟor.de.ʧe,CVC.CV.CV,3,گرده‌چه,N1,1,WWS
ɟer.de.hæ.mɒ.ji,CVC.CV.CV.CV.CV,5,گردهمايي,N1,180,WWWWS
ɟer.du,CVC.CV,2,گردو,N1,195,WS
ɟer.du.ʔi,CVC.CV.CV,3,گردوئي,A0,15,WWS
ɟer.du.bɒ.zi,CVC.CV.CV.CV,4,گردوبازي,N1,1,WWWS
ɟær.do.χɒ.ci,CVC.CV.CV.CV,4,گردوخاكي,A0,1,WWWS
ɟær.do.Go.bɒr,CVC.CV.CV.CVC,4,گردوغبار,N1,45,WWWS
ɟær.dun,CVC.CVC,2,گردون,A0,8,WS
ɟær.du.ne,CVC.CV.CV,3,گردونه,N1,45,WWS
ɟer.du.ji,CVC.CV.CV,3,گردويي,A0,3,WWS
ɟær.di,CVC.CV,2,گردي,A0,15,WS
ɟer.di,CVC.CV,2,گردي,N1,1,WS
ɟor.di,CVC.CV,2,گردي,N1,1,WS
ɟær.did,CVC.CVC,2,گرديد,V2,5000,WS
ɟær.did,CVC.CVC,2,گرديد,V3,5000,WS
ɟær.di.de,CVC.CV.CV,3,گرديده,A0,1066,WWS
ɟorz,CVCC,1,گرز,N1,15,S
ɟorz.ʃɒ.χæ.cɒn,CVCC.CV.CV.CVC,4,گرزشاخكان,N1,1,WWWS
ɟær.zæn,CVC.CVC,2,گرزن,N1,1,WS
ɟor.ze.pɒ.ji,CVC.CV.CV.CV,4,گرزه‌پايي,N1,1,WWWS
ɟo.ros.ne.ɟi,CV.CVC.CV.CV,4,گرسنگي,N1,180,WWWS
ɟo.ros.ne,CV.CVC.CV,3,گرسنه,A0,75,WWS
ɟo.ros.ne.ʧeʃm,CV.CVC.CV.CVCC,4,گرسنه‌چشم,A0,1,WWWS
ɟær.ʃɒsb.nɒ.me,CVC.CVCC.CV.CV,4,گرشاسب‌نامه,N1,3,WWWS
ɟe.reft,CV.CVCC,2,گرفت,N1,75,WS
ɟe.reft,CV.CVCC,2,گرفت,V2,5000,WS
ɟe.ref.to.ɟir,CV.CVC.CV.CVC,4,گرفت‌وگير,N1,1,WWWS
ɟe.ref.tɒr,CV.CVC.CVC,3,گرفتار,A0,360,WWS
ɟe.ref.tɒ.rɒ.mæ.de,CV.CVC.CV.CV.CV.CV,6,گرفتار‌آمده,A0,1,WWWWWS
ɟe.ref.tɒr.ʃo.de,CV.CVC.CVC.CV.CV,5,گرفتار‌شده,A0,1,WWWWS
ɟe.ref.tɒ.ri,CV.CVC.CV.CV,4,گرفتاري,N1,60,WWWS
ɟe.ref.te.ɟi,CV.CVC.CV.CV,4,گرفتگي,N1,15,WWWS
ɟe.ref.tæ.ni,CV.CVC.CV.CV,4,گرفتني,A0,3,WWWS
ɟe.ref.te,CV.CVC.CV,3,گرفته,A0,150,WWS
ɟe.ref.te.ʃo.de,CV.CVC.CV.CV.CV,5,گرفته‌شده,A0,14,WWWWS
ɟorɟ,CVCC,1,گرگ,N1,180,S
ɟorɟ.se.fæt,CVCC.CV.CVC,3,گرگ‌صفت,A0,3,WWS
ɟor.ɟo.miʃ,CVC.CV.CVC,3,گرگ‌و‌ميش,N1,1,WWS
ɟor.ɟæm.be.hæ.vɒ,CVC.CVC.CV.CV.CV,5,گرگم‌بهوا,N1,1,WWWWS
ɟor.ɟæ.mo.ɟæl.le.mi.bæ.ræm,CVC.CV.CV.CVC.CV.CV.CV.CVC,8,گرگم‌وگله‌مي‌برم,N1,1,WWWWWWWS
ɟor.ɟi,CVC.CV,2,گرگي,A0,1,WS
ɟerl.fe.rend,CVCC.CV.CVCC,3,گرل‌فرند,N1,1,WWS
ɟærm,CVCC,1,گرم,A0,525,S
ɟe.ræm,CV.CVC,2,گرم,N1,315,WS
ɟorm,CVCC,1,گرم,N1,1,S
ɟærm.ru.di,CVCC.CV.CV,3,گرم‌رودي,A0,1,WWS
ɟærm.ʃæ.væn.de,CVCC.CV.CVC.CV,4,گرم‌شونده,A0,2,WWWS
ɟærm.con,CVCC.CVC,2,گرم‌كن,A0,5,WS
ɟærm.co.næn.de,CVCC.CV.CVC.CV,4,گرم‌كننده,A0,14,WWWS
ɟær.mo.særd,CVC.CV.CVCC,3,گرم‌وسرد,A0,1,WWS
ɟær.mo.nærm,CVC.CV.CVCC,3,گرم‌ونرم,A0,1,WWS
ɟær.mɒ,CVC.CV,2,گرما,N1,195,WS
ɟær.mɒ.ʔi,CVC.CV.CV,3,گرمائي,A0,15,WWS
ɟær.mɒb,CVC.CVC,2,گرماب,N1,15,WS
ɟær.mɒ.bæχʃ,CVC.CV.CVCC,3,گرمابخش,A0,15,WWS
ɟær.mɒ.bær,CVC.CV.CVC,3,گرمابر,A0,1,WWS
ɟær.mɒ.bærG,CVC.CV.CVCC,3,گرمابرق,N1,1,WWS
ɟær.mɒ.bæ.ri,CVC.CV.CV.CV,4,گرمابري,N1,1,WWWS
ɟær.mɒ.bænd,CVC.CV.CVCC,3,گرمابند,A0,1,WWS
ɟær.mɒ.bæn.di,CVC.CV.CVC.CV,4,گرمابندي,N1,1,WWWS
ɟær.mɒ.be,CVC.CV.CV,3,گرمابه,N1,30,WWS
ɟær.mɒ.be.dɒr,CVC.CV.CV.CVC,4,گرمابه‌دار,A0,3,WWWS
ɟær.mɒ.dær.mɒ.ni,CVC.CV.CVC.CV.CV,5,گرمادرماني,N1,1,WWWWS
ɟær.mɒ.de.hi,CVC.CV.CV.CV,4,گرمادهي,N1,1,WWWS
ɟær.mɒ.dust,CVC.CV.CVCC,3,گرمادوست,A0,1,WWS
ɟær.mɒ.zɒ,CVC.CV.CV,3,گرمازا,A0,13,WWS
ɟær.mɒ.zɒ.ji,CVC.CV.CV.CV,4,گرمازايي,N1,1,WWWS
ɟær.mɒ.zæ.de.ɟi,CVC.CV.CV.CV.CV,5,گرمازدگي,N1,2,WWWWS
ɟær.mɒ.zæ.de,CVC.CV.CV.CV,4,گرمازده,A0,2,WWWS
ɟær.mɒ.sæχt,CVC.CV.CVCC,3,گرماسخت,A0,1,WWS
ɟær.mɒ.sænʤ,CVC.CV.CVCC,3,گرماسنج,N1,1,WWS
ɟær.mɒ.ʃi.mi,CVC.CV.CV.CV,4,گرماشيمي,N1,1,WWWS
ɟær.mɒ.ɟærm,CVC.CV.CVCC,3,گرماگرم,Ad,5,WWS
ɟær.mɒ.ɟærm,CVC.CV.CVCC,3,گرماگرم,N1,1,WWS
ɟær.mɒ.ɟir,CVC.CV.CVC,3,گرماگير,N1,1,WWS
ɟær.mɒ.nærm,CVC.CV.CVCC,3,گرمانرم,A0,1,WWS
ɟær.mɒ.jeʃ,CVC.CV.CVC,3,گرمايش,N1,1,WWS
ɟær.mɒ.je.ʃi,CVC.CV.CV.CV,4,گرمايشي,A0,1,WWWS
ɟær.mɒ.jo.ni,CVC.CV.CV.CV,4,گرمايوني,A0,1,WWWS
ɟær.mɒ.ji,CVC.CV.CV,3,گرمايي,A0,21,WWS
ɟo.romb,CV.CVCC,2,گرمب,N1,1,WS
ɟærm.χɒ.ne,CVCC.CV.CV,3,گرمخانه,N1,15,WWS
ɟærm.ru,CVCC.CV,2,گرمرو,A0,1,WS
ɟærm.ru.ji,CVCC.CV.CV,3,گرمرويي,N1,1,WWS
ɟærm.sir,CVCC.CVC,2,گرمسير,A0,23,WS
ɟærm.sir,CVCC.CVC,2,گرمسير,N1,1,WS
ɟærm.si.ri,CVCC.CV.CV,3,گرمسيري,A0,105,WWS
ɟær.mæc,CVC.CVC,2,گرمك,N1,18,WS
ɟærm.co.re,CVCC.CV.CV,3,گرمكره,N1,1,WWS
ɟær.mi,CVC.CV,2,گرمي,N1,75,WS
ɟær.mi.bæχʃ,CVC.CV.CVCC,3,گرمي‌بخش,A0,1,WWS
ɟe.re,CV.CV,2,گره,N1,30,WS
ɟe.re.ʔi,CV.CV.CV,3,گره‌اي,A0,1,WWS
ɟe.re.sɒ.zi,CV.CV.CV.CV,4,گره‌سازي,N1,2,WWWS
ɟe.re.cær.de,CV.CV.CVC.CV,4,گره‌كرده,A0,3,WWWS
ɟe.re.ɟo.ʃɒ,CV.CV.CV.CV,4,گره‌گشا,A0,5,WWWS
ɟe.re.ɟo.ʃɒ.ji,CV.CV.CV.CV.CV,5,گره‌گشايي,N1,9,WWWWS
ɟe.re.hæc,CV.CV.CVC,3,گرهك,N1,1,WWS
ɟe.ræv,CV.CVC,2,گرو,V1,5000,WS
ɟe.ro,CV.CV,2,گرو,N1,75,WS
ɟe.rot.sec,CV.CVC.CVC,3,گروتسك,N1,1,WWS
ɟe.ro.ce.ʃi,CV.CV.CV.CV,4,گروكشي,N1,15,WWWS
ɟe.ro.ɟɒn,CV.CV.CVC,3,گروگان,N1,240,WWS
ɟe.ro.ɟɒn.ɟir,CV.CV.CVC.CVC,4,گروگان‌گير,A0,15,WWWS
ɟe.ro.ɟɒn.ɟi.ri,CV.CV.CVC.CV.CV,5,گروگان‌گيري,N1,30,WWWWS
ɟe.ro.ɟo.zɒr,CV.CV.CV.CVC,4,گروگذار,N1,1,WWWS
ɟor.ro.ɟor,CVC.CV.CVC,3,گروگر,Ad,1,WWS
ɟæ.ro.ɟu.ri,CV.CV.CV.CV,4,گروگوري,A0,1,WWWS
ɟe.ro.ɟir,CV.CV.CVC,3,گروگير,N1,1,WWS
ɟo.ruh,CV.CVC,2,گروه,N1,3690,WS
ɟo.ruh.bæn.di,CV.CVC.CVC.CV,4,گروه‌بندي,N1,15,WWWS
ɟo.ruh.ɟe.rɒ,CV.CVC.CV.CV,4,گروه‌گرا,A0,1,WWWS
ɟo.ruh.ɟe.rɒ.ʔi,CV.CVC.CV.CV.CV,5,گروه‌گرائي,N1,2,WWWWS
ɟo.ruh.ɟe.rɒ.ji,CV.CVC.CV.CV.CV,5,گروه‌گرايي,N1,5,WWWWS
ɟo.ruh.ɟo.ruh,CV.CVC.CV.CVC,4,گروه‌گروه,Ad,15,WWWS
ɟo.ruh.næ.vɒ.zi,CV.CVC.CV.CV.CV,5,گروه‌نوازي,N1,30,WWWWS
ɟo.ru.hɒn,CV.CV.CVC,3,گروهان,N1,15,WWS
ɟo.ruh.bɒn,CV.CVC.CVC,3,گروهبان,N1,15,WWS
ɟo.ruh.bɒn,CV.CVC.CVC,3,گروهبان,Sp,1,WWS
ɟo.ruh.bɒ.ni,CV.CVC.CV.CV,4,گروهباني,N1,1,WWWS
ɟo.ru.hæc,CV.CV.CVC,3,گروهك,N1,90,WWS
ɟo.ru.hæ.ci,CV.CV.CV.CV,4,گروهكي,A0,3,WWWS
ɟo.ru.hi,CV.CV.CV,3,گروهي,A0,870,WWS
ɟe.ro.vi,CV.CV.CV,3,گروي,N1,1,WWS
ɟe.ræ.vid,CV.CV.CVC,3,گرويد,V2,5000,WWS
ɟe.ræ.vi.de,CV.CV.CV.CV,4,گرويده,A0,4,WWWS
ɟe.ro.ji,CV.CV.CV,3,گرويي,N1,1,WWS
ɟæ.ri,CV.CV,2,گري,N1,1,WS
ɟerj,CVCC,1,گري,V1,5000,S
ɟer.jɒn,CVC.CVC,2,گريان,A0,15,WS
ɟer.jɒn,CVC.CVC,2,گريان,V1,5000,WS
ɟer.jɒnd,CVC.CVCC,2,گرياند,V2,5000,WS
ɟer.jɒ.nid,CVC.CV.CVC,3,گريانيد,V2,5000,WWS
ɟæ.ri.bɒn,CV.CV.CVC,3,گريبان,N1,15,WWS
ɟe.ri.bɒn.ʧɒc,CV.CV.CVC.CVC,4,گريبان‌چاك,N1,1,WWWS
ɟæ.ri.bɒn.ɟir,CV.CV.CVC.CVC,4,گريبانگير,A0,15,WWWS
ɟæ.ri.bɒ.ne,CV.CV.CV.CV,4,گريبانه,N1,1,WWWS
ɟe.rip,CV.CVC,2,گريپ,N1,14,WS
ɟe.rip.fu.rut,CV.CVC.CV.CVC,4,گريپ‌فروت,N1,9,WWWS
ɟo.riχt,CV.CVCC,2,گريخت,V2,5000,WS
ɟo.riχ.te,CV.CVC.CV,3,گريخته,A0,24,WWS
ɟe.rej.der,CV.CVC.CVC,3,گريدر,N1,8,WWS
ɟo.riz,CV.CVC,2,گريز,N1,60,WS
ɟo.riz,CV.CVC,2,گريز,V1,5000,WS
ɟo.riz.pɒ,CV.CVC.CV,3,گريز‌پا,A0,1,WWS
ɟo.riz.nɒ.pæ.zir,CV.CVC.CV.CV.CVC,5,گريز‌ناپذير,A0,8,WWWWS
ɟo.ri.zɒn,CV.CV.CVC,3,گريزان,A0,15,WWS
ɟo.ri.zɒn,CV.CV.CVC,3,گريزان,V1,5000,WWS
ɟo.ri.zɒnd,CV.CV.CVCC,3,گريزاند,V2,5000,WWS
ɟo.riz.ɟɒh,CV.CVC.CVC,3,گريزگاه,N1,4,WWS
ɟi.ris,CV.CVC,2,گريس,N1,10,WS
ɟe.rist,CV.CVCC,2,گريست,V2,5000,WS
ɟe.ris.te,CV.CVC.CV,3,گريسته,A0,1,WWS
ɟi.ris.cɒ.ri,CV.CVC.CV.CV,4,گريسكاري,N1,1,WWWS
ɟe.rim,CV.CVC,2,گريم,N1,22,WS
ɟe.ri.mor,CV.CV.CVC,3,گريمور,A0,3,WWS
ɟe.rejn,CV.CVCC,2,گرين,N1,1,WS
ɟer.je,CVC.CV,2,گريه,N1,105,WS
ɟer.je.ʔɒ.lud,CVC.CV.CV.CVC,4,گريه‌آلود,A0,15,WWWS
ɟer.je.ʔɒ.vær,CVC.CV.CV.CVC,4,گريه‌آور,A0,15,WWWS
ɟer.je.zɒ.ri,CVC.CV.CV.CV,4,گريه‌زاري,N1,1,WWWS
ɟer.je.co.nɒn,CVC.CV.CV.CVC,4,گريه‌كنان,Ad,1,WWWS
ɟæ.ri.ve,CV.CV.CV,3,گريوه,N1,1,WWS
ɟer.jid,CVC.CVC,2,گرييد,V2,5000,WS
ɟæz,CVC,1,گز,N1,75,S
ɟæz,CVC,1,گز,V1,5000,S
ɟo.zɒr,CV.CVC,2,گزار,V1,5000,WS
ɟo.zɒr.de,CV.CVC.CV,3,گزارده,A0,4,WWS
ɟo.zɒ.reʃ,CV.CV.CVC,3,گزارش,N1,10230,WWS
ɟo.zɒ.reʃ,CV.CV.CVC,3,گزارش,N9,1,WWS
ɟo.zɒ.reʃ.ʃo.de,CV.CV.CVC.CV.CV,5,گزارش‌شده,A0,6,WWWWS
ɟo.zɒ.reʃ.co.næn.de,CV.CV.CVC.CV.CVC.CV,6,گزارش‌كننده,A0,1,WWWWWS
ɟo.zɒ.reʃ.ɟi.ri,CV.CV.CVC.CV.CV,5,گزارش‌گيري,N1,3,WWWWS
ɟo.zɒ.reʃ.ne.vi.si,CV.CV.CVC.CV.CV.CV,6,گزارش‌نويسي,N1,1,WWWWWS
ɟo.zɒ.reʃ.ɟær,CV.CV.CVC.CVC,4,گزارشگر,N1,15,WWWS
ɟo.zɒ.reʃ.ɟæ.ri,CV.CV.CVC.CV.CV,5,گزارشگري,N1,5,WWWWS
ɟo.zɒ.re.ʃi,CV.CV.CV.CV,4,گزارشي,A0,10,WWWS
ɟo.zɒ.ræn.de,CV.CV.CVC.CV,4,گزارنده,N1,1,WWWS
ɟo.zɒ.re,CV.CV.CV,3,گزاره,N1,12,WWS
ɟo.zɒ.re.ne.mɒ,CV.CV.CV.CV.CV,5,گزاره‌نما,N1,1,WWWWS
ɟæ.zɒf,CV.CVC,2,گزاف,A0,15,WS
ɟæ.zɒ.fe,CV.CV.CV,3,گزافه,N1,12,WWS
ɟæ.zɒ.fe.ɟu,CV.CV.CV.CV,4,گزافه‌گو,A0,1,WWWS
ɟæ.zɒ.fe.ɟu.ʔi,CV.CV.CV.CV.CV,5,گزافه‌گوئي,N1,1,WWWWS
ɟæ.zɒ.fe.ɟu.ji,CV.CV.CV.CV.CV,5,گزافه‌گويي,N1,7,WWWWS
ɟe.zɒn.to.fil,CV.CVC.CV.CVC,4,گزانتوفيل,N1,1,WWWS
ɟe.zɒn.tin,CV.CVC.CVC,3,گزانتين,N1,1,WWS
ɟæ.zɒn.ɟæ.bin,CV.CVC.CV.CVC,4,گزانگبين,N1,1,WWWS
ɟæ.zær,CV.CVC,2,گزر,N1,1,WS
ɟæ.zeʃ,CV.CVC,2,گزش,N1,1,WS
ɟæ.zæc,CV.CVC,2,گزك,N1,1,WS
ɟez.ɟez,CVC.CVC,2,گزگز,N1,1,WS
ɟez.lic,CVC.CVC,2,گزليك,N1,1,WS
ɟæz.me.ɟɒn,CVC.CV.CVC,3,گزمگان,N1,1,WWS
ɟæz.me,CVC.CV,2,گزمه,N1,1,WS
ɟæ.zæn,CV.CVC,2,گزن,N1,1,WS
ɟæ.zænd,CV.CVCC,2,گزند,N1,45,WS
ɟæ.zæn.de.ɟi,CV.CVC.CV.CV,4,گزندگي,N1,1,WWWS
ɟæ.zænd.nɒ.pæ.zir,CV.CVCC.CV.CV.CVC,5,گزندناپذير,A0,1,WWWWS
ɟæ.zæn.de,CV.CVC.CV,3,گزنده,A0,30,WWS
ɟæ.zæn.de.ɟu,CV.CVC.CV.CV,4,گزنده‌گو,A0,1,WWWS
ɟæ.zæ.ne,CV.CV.CV,3,گزنه,N1,1,WWS
ɟæ.zæ.ne.hɒ,CV.CV.CV.CV,4,گزنه‌ها,N1,1,WWWS
ɟe.ze.non,CV.CV.CVC,3,گزنون,N1,1,WWS
ɟæ.zid,CV.CVC,2,گزيد,V2,5000,WS
ɟo.zid,CV.CVC,2,گزيد,V2,5000,WS
ɟæ.zi.de.ɟi,CV.CV.CV.CV,4,گزيدگي,N1,1,WWWS
ɟo.zi.de,CV.CV.CV,3,گزيده,A0,30,WWS
ɟo.zi.de.ɟu.ji,CV.CV.CV.CV.CV,5,گزيده‌گويي,N1,1,WWWWS
ɟo.zir,CV.CVC,2,گزير,N1,1,WS
ɟe.zi.len,CV.CV.CVC,3,گزيلن,N1,1,WWS
ɟo.zin,CV.CVC,2,گزين,V1,5000,WS
ɟo.zi.neʃ,CV.CV.CVC,3,گزينش,N1,195,WWS
ɟo.zi.neʃ.ʃo.de,CV.CV.CVC.CV.CV,5,گزينش‌شده,A0,2,WWWWS
ɟo.zi.neʃ.ɟær,CV.CV.CVC.CVC,4,گزينش‌گر,A0,4,WWWS
ɟo.zi.neʃ.ɟæ.rɒ.ne,CV.CV.CVC.CV.CV.CV,6,گزينش‌گرانه,A0,15,WWWWWS
ɟo.zi.ne.ʃi,CV.CV.CV.CV,4,گزينشي,A0,45,WWWS
ɟo.zi.ne,CV.CV.CV,3,گزينه,N1,30,WWS
ɟo.zi.ne.ʔi,CV.CV.CV.CV,4,گزينه‌اي,A0,1,WWWS
ɟæs,CVC,1,گس,A0,5,S
ɟo.sɒr,CV.CVC,2,گسار,V1,5000,WS
ɟo.sɒrd,CV.CVCC,2,گسارد,V2,5000,WS
ɟos.tɒχ,CVC.CVC,2,گستاخ,A0,18,WS
ɟos.tɒ.χɒ.ne,CVC.CV.CV.CV,4,گستاخانه,Ad,18,WWWS
ɟos.tɒ.χi,CVC.CV.CV,3,گستاخي,N1,30,WWS
ɟos.tær,CVC.CVC,2,گستر,V1,5000,WWS
ɟos.tæ.rɒn,CVC.CV.CVC,3,گستران,V1,5000,WWS
ɟos.tæ.rɒnd,CVC.CV.CVCC,3,گستراند,V2,5000,WWS
